certificate;country;description;director;genre;isEpisode;original title;rating;ratingcount;runtime;stars;title;url;year
France:12;France;"Chloé is ten years old. She plays soccer, never cries and doesn&apos;t like other girls. One day, Marie, a sweet blond girl, participates for the first time to the games of Chloé and her boy friends. Marie&apos;s feminity puts in danger Chl...";Claudine Natkin;Short, Drama;false;Même pas mort;6,4;68;15;Marty Siméon, Renaud Gouyet, Chloé Jager Berger;Tomboy (2007);https://www.imdb.com/title/tt1064781/;2007
France:10, Norway:15;France;"Rebecca and Romain are finding it very difficult to become parents. So when Mickaël, Romain&apos;s brother, moves in next door and announces that he&apos;s about to become a father, the tension rises, especially when Mickaël&apos;s partner disap...";;Drama, Mystery, Thriller;false;;6,4;93;;Clotilde Hesme, Jérémie Renier, Majda Abdelmalek;Amour fou (2020);https://www.imdb.com/title/tt11695720/;2020
Argentina:18, Australia:R, Brazil:12, Canada:R, Canada:R, Canada:(Banned), Canada:16+, Canada:14, Canada:R, Finland:K-18, Finland:K-15, France:12, Germany:16, Hong Kong:III, Indonesia:21+, Ireland:18, Ireland:(Banned), Italy:VM14, Japan:R-15, Japan:R18+, Malaysia:(Banned), Mexico:C, Netherlands:16, New Zealand:R18, Portugal:M/16, Singapore:(Banned), Singapore:R21, South Korea:Limited, South Korea:18, Spain:18, Sweden:15, United Kingdom:18, United States:Not Rated;France;Two sisters confront their sexual attitudes and experiences while on a family holiday.;Catherine Breillat;Drama;false;À ma soeur!;6,4;11975;86;Anaïs Reboux, Roxane Mesquida, Libero De Rienzo;Fat Girl (2001);https://www.imdb.com/title/tt0243255/;2001
Germany:12, Portugal:M/12, South Korea:15, Switzerland:12, United Kingdom:15, United States:PG;France;Muriel Bayen, a divorced beautician and mother of two, loves to tell stories. She is a huge fan of this singer Vincent Lacroix, in fact she is a dedicated fan. One day Vincent knocks on her door and asks for her help.;Jeanne Herry;Comedy, Drama, Thriller;false;"Elle l&apos;adore";6,4;1863;104;Sandrine Kiberlain, Laurent Lafitte, Pascal Demolon;Number One Fan (2014);https://www.imdb.com/title/tt3433358/;2014
Argentina:13, Australia:MA15+, Chile:14, Colombia:7, Denmark:7, Finland:S, France:Tous publics, Germany:6, Hungary:16, Netherlands:6, New Zealand:M, Portugal:M/12, Singapore:NC16, Spain:7, Sweden:Btl, Switzerland:12, United States:Not Rated;France;Facing a failed relationship and a struggling restaurant, a woman hits the road for a trip with her grandson.;Emmanuelle Bercot;Comedy, Drama;false;"Elle s&apos;en va";6,4;2407;116;Catherine Deneuve, Némo Schiffman, Gérard Garouste;On My Way (2013);https://www.imdb.com/title/tt2289538/;2013
France:10, Norway:12;France;"Married and with a daughter, Johanna is happy, until the night she unexpectedly gives birth. In shock, she abandons the child. She is now accused of attempted infanticide. Johanna doesn&apos;t understand, adamant that she hadn&apos;t been p...";Bruno Garcia;Drama, Family;false;"L&apos;enfant que je n&apos;attendais pas";6,4;100;89;Alix Poisson, Bruno Solo, Romane Libert;The Unexpected Child (2019);https://www.imdb.com/title/tt10307912/;2019
United States:Not Rated;Greece;"A young, orthodox Jewish woman is alienated from her Jerusalem community and drawn into the world of spirit. Surrounded by dark sounds of the &quot;Other Side,&quot; she moves into remote and increasingly desolate regions of Arab lands. Her...";Nina Menkes;Short;false;;6,4;77;38;Tinka Menkes;The Great Sadness of Zohara (1983);https://www.imdb.com/title/tt0085621/;1983
Australia:MA15+, France:12, Germany:12, Japan:G, New Zealand:M, United States:TV-14;Japan;After discovering the face of their true enemy, someone who is related to Akito and responsible for the Geass placed upon him, W-0 attempts to return to their base at Castle Weisswolf. However, stranded in Warsaw due to a complica...;;Animation, Action, Sci-Fi;false;Code Geass: Boukoku no Akito 3 - Kagayakumono Ten Yori Otsu;6,4;598;1;Yuri Lowenthal, Johnny Yong Bosch, Christopher Sabat;Code Geass: Akito the Exiled 3 - The Brightness Falls (2015);https://www.imdb.com/title/tt3354302/;2015
Australia:PG, Canada:PG, Canada:G, Germany:12, Norway:9, United States:TV-Y7, United States:Unrated, United States:PG;Japan;"Mothra and her fairies return to Japan to warn mankind that they must return Kiryu to the sea, for the dead must not be disturbed. However Godzilla has survived to menace Japan leaving Kiryu as the nation&apos;s only defense.";Masaaki Tezuka, Koji Hashimoto, Takao Okawara;Action, Adventure, Fantasy;false;Gojira tai Mosura tai Mekagojira: Tôkyô S.O.S.;6,4;4509;91;Noboru Kaneko, Miho Yoshioka, Mickey Koga;Godzilla: Tokyo S.O.S. (2003);https://www.imdb.com/title/tt0366526/;2003
Japan:G;Japan;"&quot;Intimate Stranger&quot; is a psychological thriller set in the post-COVID world in Tokyo. The film follows a woman looking for her missing teenage son, and a shady young man who approaches her, claiming to know her son&apos;s whereabouts.";Mayu Nakamura;Thriller;false;;6,4;9;96;Asuka Kurosawa, Fûju Kamio, Yû Uemura;Shinmitsuna tanin (2021);https://www.imdb.com/title/tt15630786/;2021
Netherlands:AL;Netherlands;"In a desperate attempt to meet their parents&apos; expectations, Andy goes on a hunt for a lesbian woman to marry and Cherry in search of a baby to adopt. Being homosexual makes it hard to conform to their families&apos; and society&apos;s expec...";Sophia Luvara;Documentary;false;;6,4;70;72;Andy, Cherry;Inside the Chinese Closet (2015);https://www.imdb.com/title/tt5433586/;2015
United States:Not Rated;Peru;Edo Celeste is a renowned crime novelist, who is writing the final book in the series about his alter ego, detective Felipe Aranda. Edo is obsessed with the disappearance of his fiancee Celia, which took place the day of the 2007 ...;Javier Fuentes-León;Mystery, Thriller;false;El elefante desaparecido;6,4;361;109;Salvador del Solar, Angie Cepeda, Lucho Cáceres;The Vanished Elephant (2014);https://www.imdb.com/title/tt3424914/;2014
Canada:13+, Singapore:PG, South Korea:15, United States:Not Rated;South Korea;"One middle aged women is admitted to the hospital in a coma. Yeon-hee, who has been searching for a heart to transplant to her daughter, who has critical heart disease, is begging middle aged women&apos;s gangster son, Whee-do, by givi...";Jae-geun Yoon;Drama;false;Sim-jang-i Ddwooin-da;6,4;242;114;Yunjin Kim, Park Hae-il, Da-hye Jeong;Heartbeat (2010);https://www.imdb.com/title/tt1820667/;2010
Canada:13+, Singapore:PG13, South Korea:15, United States:TV-14;South Korea;IRIS Spin-Off about a new agency, called the National Anti-Terror Service (NTS), as they go up against another secret terrorist organization, called Athena.;;Action, Romance, Thriller;false;Athena: Jeonjaeng-ui Yeoshin;6,4;429;;Jung Woo-sung, Soo Ae, Seung-Won Cha;Athena: Goddess of War (2010);https://www.imdb.com/title/tt1942171/;2010
Netherlands:12, Sweden:11;Sweden;The last summer the five boys are together in Falkenberg. They are now grown up to be young men, on their way out into the world. At least most of them.;Jesper Ganslandt;Drama;false;Farväl Falkenberg;6,4;2838;91;John Axel Eriksson, Holger Eriksson, David Johnson;Falkenberg Farewell (2006);https://www.imdb.com/title/tt0855805/;2006
;Thailand;"Solo has everything: money, fame, good look but lost a smile after his mother&apos;s death. One rainy night, he stumbles into a cafe for coffee. That moment, their two worlds collide to become one another&apos;s breath, a necessity just lik...";;Romance;false;;6,4;170;;Supanut Lourhaphanich, Chanapoom Thenwong, Thanabat Ngamkamolchai;Oxygen (2020);https://www.imdb.com/title/tt13084920/;2020
Czechia:U;Albania;It is 1961 and an Albanian student (Nik Xhelilaj) of the Academy of Performing Arts in Prague, together with a group of Czech students, is shooting his graduate movie on a motorcycle factory, in the small market-town of Cesky Ster...;Eno Milkani, Piro Milkani;Drama, Romance;false;;6,3;144;104;Anna Geislerová, Nik Xhelilaj, Barbora Stepánová;Smutek paní Snajderové (2008);https://www.imdb.com/title/tt0494841/;2008
Australia:MA15+, New Zealand:R16;China;Trained by a top assassination teams, a young assassin receives his first mission and finds himself tangled in a political intrigue planned for years.;Daniel Lee;Action;false;Qing mian Xiuluo;6,3;65;118;Shaofeng Feng, Jun Hu, Qing Xu;Song of the Assassins (2022);https://www.imdb.com/title/tt8032932/;2022
Argentina:Atp, Australia:PG, Brazil:12, Canada:PG, Finland:K-12, France:Tous publics, Germany:12, Hong Kong:IIA, Ireland:12A, Italy:T, Japan:G, Mexico:B, Netherlands:12, New Zealand:M, Norway:12, Portugal:M/12, Singapore:PG, South Korea:12, Spain:7, Sweden:11, Switzerland:16, Taiwan:PG-12, Thailand:15, United Kingdom:12A, United States:Not Rated;China;A female assassin receives a dangerous mission to kill a political leader in eighth-century China.;Hsiao-Hsien Hou;Action, Drama, History;false;Cike Nie Yin Niang;6,3;17086;105;Shu Qi, Chang Chen, Yun Zhou;The Assassin (2015);https://www.imdb.com/title/tt3508840/;2015
;Egypt;A girl learns the craft of pick pocketing, she joins one of the gangs that exploits her. The gang boss asks her to steal a precious jewel owned by a wealthy man, and she pretends to be his niece.;Hasan El-Saifi;Comedy, Crime;false;;6,3;44;2;Samia Gamal, Kamal El-Shinnawi, Farid Shawqi;Nachala hanem (1953);https://www.imdb.com/title/tt0318478/;1953
Finland:K-7;Finland;Kerttu is assigned to a gym due to back problems, where it turns out she is a genetic super-talent. Suddenly, she finds herself aiming for an incredible goal: a fitness championship.;Aleksi Delikouras;Comedy;false;;6,3;102;94;Iina Kuustonen, Pamela Tola, Linnea Leino;Punttikomedia (2022);https://www.imdb.com/title/tt14353504/;2022
Canada:PG, France:Tous publics, Spain:12, Switzerland:10;France;In the 1960s, just after Mali gains its independence, a young socialist meets and falls in love with a woman trying to escape an arranged marriage.;Robert Guédiguian;Drama, History;false;Twist à Bamako;6,3;150;129;Stéphane Bak, Alice Da Luz, Saabo Balde;Dancing the Twist in Bamako (2021);https://www.imdb.com/title/tt14055038/;2021
France:12, Iceland:16, Netherlands:16, Portugal:M/16, Sweden:15, United Kingdom:18;France;"The painful ending of a love story binding an over-30-year-old woman and a North African, and the beginning and end of a relationship she also has with an &quot;established&quot; journalist she meets in the subway. The stories illustrate th...";Alain Tanner;Drama;false;Une flamme dans mon coeur;6,3;262;106;Myriam Mézières, Benoît Régent, Azize Kabouche;A Flame in My Heart (1987);https://www.imdb.com/title/tt0094218/;1987
Argentina:13, France:Tous publics, Germany:12, Hong Kong:IIB, Hungary:12, Italy:T, Singapore:R21, South Korea:18, Spain:7, Switzerland:14, United States:Not Rated, Ukraine:16;France;Antoine is a lawyer living in New York. On his way back to France for the final round of a job interview, Antoine finds himself sitting right next to his ex-girlfriend Julie. With a seven-hour flight ahead of them, they are going ...;Alexandre Castagnetti;Comedy, Romance;false;"Amour &amp; turbulences";6,3;5026;96;Ludivine Sagnier, Nicolas Bedos, Jonathan Cohen;Love is in the Air (2013);https://www.imdb.com/title/tt2298384/;2013
Argentina:18, Australia:MA15+, Brazil:14, Canada:14A, Denmark:11, France:Tous publics, Ireland:16, Italy:VM14, Netherlands:12, Spain:12, Sweden:7, Switzerland:16, Taiwan:15+, Turkey:16+, United Kingdom:15, United States:Unrated;France;A love triangle story about a woman caught between two men, her long-time partner and his best friend, her former lover.;Claire Denis;Drama, Romance, Thriller;false;;6,3;1694;116;Juliette Binoche, Vincent Lindon, Grégoire Colin;Avec amour et acharnement (2022);https://www.imdb.com/title/tt13535920/;2022
Argentina:Atp, Australia:PG, France:Tous publics, Germany:6, Iceland:L, Portugal:M/12, South Korea:All, Spain:T;France;Set in the past, follows young African boy who uses his friends, the wild animals, to defend his village from Arab slave traders.;Patrick Grandperret;Family;false;;6,3;297;86;Wéré Wéré Liking, Souleyman Koli, Salif Keïta;L'enfant lion (1993);https://www.imdb.com/title/tt0106820/;1993
Singapore:(Banned);Germany;The film focuses on a bunch of criminals and murderers whose paths crisscross in a small suburban town.;Ping Ho;Drama, Crime;false;;6,3;51;103;Shih Chang, Ching-Ting Hsia, Tien-Chu Lee;Wa dong ren (2002);https://www.imdb.com/title/tt0312001/;2002
Australia:M, Australia:MA15+, Hong Kong:IIB, Netherlands:16, New Zealand:R16, Singapore:M18, South Korea:15, South Korea:18, United Kingdom:18, United States:Not Rated, United States:TV-MA;Hong Kong;A tale between two brothers: One has left the triads and gone legit, the other has decided to stay and keep the triad from going to the ways of drugs and gun running.;"Tung Cho &apos;Joe&apos; Cheung";Action, Crime, Romance;false;Gong woo lung foo dau;6,3;632;99;Chow Yun-Fat, Alan Tang, Patricia Ha;Flaming Brothers (1987);https://www.imdb.com/title/tt0093305/;1987
Hong Kong:III, Singapore:M18;Hong Kong;"When his friend is left paralyzed after a fight, a man joins the attacker&apos;s crime ring and works his way up the ranks to wreak vengeance.";Wai-Man Cheng;Crime;false;San ga fat;6,3;100;99;Louis Koo, Kristy Yeung, Alex Fong;The Rules of the Game (1999);https://www.imdb.com/title/tt0885523/;1999
Australia:PG, Iceland:12, Italy:T, Norway:16, United Kingdom:PG;Italy;"Two episodes of the TV series &quot;The Persuaders&quot; joined into a movie. Two playboys, Roger Moore, Tony Curtis, investigate crimes along the French Riviera.";Roy Ward Baker, Basil Dearden;Action, Crime, Drama;false;;6,3;139;102;Roger Moore, Tony Curtis, Terence Alexander;Mission: Monte Carlo (1974);https://www.imdb.com/title/tt0301623/;1974
Australia:MA15+, France:12, Germany:16, Japan:G, New Zealand:M, United States:TV-14;Japan;"The Ark Fleet has been destroyed, and a significant number of the enemy&apos;s troops have been wiped out due to its crash landing. As the remaining forces of the Knights of St. Michael regroup in order to launch a final assault on Cas...";Kazuki Akane;Animation, Action, Sci-Fi;false;Code Geass: Boukoku no Akito Final - Itoshiki Monotachi e;6,3;529;1;Yuri Lowenthal, Kate Higgins, Dawn M. Bennett;Code Geass: Akito the Exiled Final - To Beloved Ones (2016);https://www.imdb.com/title/tt5920384/;2016
Japan:R-15, Singapore:R21, South Korea:18, United States:Not Rated;Japan;"(Japanese with English subtitles) In this excursion into Tokyo&apos;s dark side, a sexually repressed woman finds liberation by turning tricks at night; a sex worker is taken by surprise when her ex drops by; and a sex blogger finds st...";Masato Ishioka, Naoto Kumazawa;Drama;false;;6,3;31;127;"Bengal, Ken&apos;ichi Endô, Fumina Hara";Tokyo Noir (2004);https://www.imdb.com/title/tt0477117/;2004
Japan:R15+;Japan;There is an accident. A young man dies and a young woman loses her eyesight and becomes blind. She was about to become a cop, but that vocation is not to be. Opportunity to do policing work comes to pass several years when the wom...;"Jun&apos;ichi Mori";Crime, Thriller;false;Mienai mokugekisha;6,3;383;128;Riho Yoshioka, Mahiro Takasugi, Kôdai Asaka;The Witness (2019);https://www.imdb.com/title/tt10240688/;2019
